시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
경상남도 창원성산구 성주동,153,153,0,유니온빌리지,84.9457,202308,25,"40,000",16,2005,삼정자로 79,,20230825,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,153,153,0,유니온빌리지,84.9457,202308,29,"40,000",12,2005,삼정자로 79,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,153,153,0,유니온빌리지,84.9457,202309,2,"39,250",4,2005,삼정자로 79,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,101,101,0,프리빌리지,101.9708,202308,16,"49,000",12,2003,대암로 253,,20230825,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,101,101,0,프리빌리지,84.8782,202308,16,"44,500",19,2003,대암로 253,,20230921,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,101,101,0,프리빌리지,101.9708,202308,22,"46,000",4,2003,대암로 253,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,101,101,0,프리빌리지,101.9708,202308,26,"48,000",15,2003,대암로 253,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,168,168,0,프리빌리지2차,84.9695,202308,19,"45,900",8,2010,창원대로1209번길 22,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,168,168,0,프리빌리지2차,84.9795,202309,2,"45,000",18,2010,창원대로1209번길 22,, ,중개거래,경남 창원성산구
경상남도 창원성산구 성주동,168,168,0,프리빌리지2차,84.9695,202309,4,"41,500",1,2010,창원대로1209번길 22,, ,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,59.12,202308,16,"56,000",1,1987,신사로 64,,20230825,중개거래,"경남 창원마산합포구, 경남 창원성산구"
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,17,"35,600",1,1987,신사로 64,,20230825,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,18,"37,500",5,1987,신사로 64,,20230825,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,51.02,202308,18,"52,000",2,1987,신사로 64,,20230830,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,18,"49,500",2,1987,신사로 64,,20230831,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,22,"40,500",1,1987,신사로 64,,20230911,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,26,"32,200",3,1987,신사로 64,,20230904,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202308,30,"32,500",5,1987,신사로 64,,20230905,중개거래,경남 창원성산구
경상남도 창원성산구 신월동,90,90,0,주공,39.72,202309,1,"31,000",1,1987,신사로 64,,20230915,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,06월 21일,21,6,동성2차,59.73,202308,16,"10,500",1,1987,신촌로 63,,20230908,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,06월 21일,21,6,동성2차,59.97,202308,19,"9,300",5,1987,신촌로 63,, ,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,01월 27일,27,1,문창팀버빌리지,84.2278,202309,2,"21,200",2,2003,신촌로134번길 33,,20230913,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,02월 23일,23,2,성원,59.16,202308,22,"12,000",3,1987,신촌로 123,,20230920,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,02월 23일,23,2,성원,59.16,202308,26,"10,500",4,1987,신촌로 123,, ,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,02월 23일,23,2,성원,50.91,202309,4,"10,200",4,1987,신촌로 123,,20230925,중개거래,경남 창원성산구
경상남도 창원성산구 신촌동,01월 22일,22,1,양곡상가,62.65,202308,23,"8,000",2,1979,신촌로 101,,20230920,직거래,-
경상남도 창원성산구 신촌동,01월 23일,23,1,영흥,41.655,202309,4,"6,500",2,1981,신촌로 107,, ,중개거래,경남 창원성산구
경상남도 창원성산구 안민동,108,108,0,대동한솔마을,59.97,202308,19,"16,500",10,1999,안민로 161,, ,중개거래,경남 창원성산구
경상남도 창원성산구 외동,853-22,853,22,미지루,44.19,202308,17,"8,800",2,1991,창원대로780번길 77,,20230817,직거래,-
경상남도 창원성산구 용호동,63,63,0,롯데1단지,141.72,202308,19,"125,000",2,1984,용지로 229,,20230901,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,62,62,0,롯데2단지,68.5,202308,19,"62,000",3,1987,용지로239번길 19-30,,20230901,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,Feb-67,67,2,무학,56.43,202308,28,"35,000",2,1987,외동반림로 200,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,69,69,0,용지더샵레이크파크,119.2427,202308,19,"151,000",20,2017,외동반림로 156,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,69,69,0,용지더샵레이크파크,119.2427,202308,25,"149,700",14,2017,외동반림로 156,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,69,69,0,용지더샵레이크파크,119.2427,202308,30,"152,000",18,2017,외동반림로 156,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,69,69,0,용지더샵레이크파크,84.475,202308,30,"96,000",21,2017,외동반림로 156,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,70,70,0,용지아이파크,84.7312,202308,31,"86,500",3,2017,원이대로579번길 13,, ,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,66,66,0,일동,59.61,202308,22,"32,000",5,1986,외동반림로 216,,20230920,중개거래,경남 창원성산구
경상남도 창원성산구 용호동,66,66,0,일동,59.61,202308,25,"33,000",1,1986,외동반림로 216,, ,중개거래,경남 창원의창구
경상남도 창원성산구 용호동,66,66,0,일동,50.99,202308,25,"28,900",5,1986,외동반림로 216,, ,중개거래,경남 창원성산구
경상남도 창원의창구 도계동,311-21,311,21,강남뉴라이자,71.18,202308,16,"10,550",7,1993,하남천서길9번길 13,, ,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,326-1,326,1,강남프라자,58.8,202308,22,"16,500",6,1995,하남천서길5번길 13,, ,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,395-1,395,1,보금,71.51,202308,23,"13,400",1,1990,도계두리길 180-7,,20230920,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,396-7,396,7,삼호빌라,121.41,202308,16,"30,000",10,1993,도계로 75,,20230816,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,358-2,358,2,상아그로리아맨션,80.82,202308,17,"21,500",2,1992,하남천동길16번길 3-19,, ,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,394-18,394,18,성진파크맨션,67.39,202308,19,"15,000",1,1990,도계두리길 180-6,,20230908,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,363-1,363,1,제일파크,59.945,202308,29,"11,900",8,1992,하남천동길 60,,20230915,중개거래,경남 창원의창구
경상남도 창원의창구 도계동,338-2,338,2,진보,59.76,202308,19,"11,500",2,1994,도계로50번길 6-43,,20230915,중개거래,경남 창원의창구
경상남도 창원의창구 동읍 무성리,152,152,0,우성전원,69.565,202308,16,"5,600",2,1991,무성길47번길 9,,20231004,중개거래,경남 창원의창구
경상남도 창원의창구 동읍 무성리,152,152,0,우성전원,69.565,202308,31,"4,000",4,1991,무성길47번길 17,,20230918,중개거래,경남 창원의창구
경상남도 창원의창구 동읍 송정리,08월 23일,23,8,동부산훼미리타운4차,78.8516,202308,29,"11,800",15,1999,자여로65번길 14,,20230915,중개거래,경남 김해시
경상남도 창원의창구 동읍 용잠리,1153-12,1153,12,라푸름,75.0778,202308,17,"10,300",3,2017,용잠로35번길 3,,20230904,직거래,-
경상남도 창원의창구 동읍 용잠리,130,130,0,서광,84.42,202308,29,"12,400",2,1994,의창대로915번길 29,, ,중개거래,경남 창원의창구
경상남도 창원의창구 동읍 용잠리,130,130,0,서광,59.4,202308,31,"5,300",3,1994,의창대로915번길 29,,20230908,직거래,-
경상남도 창원의창구 동읍 용정리,03월 19일,19,3,성진까치빌라1,84.09,202309,1,"4,500",5,1992,단계로 84,, ,직거래,-
경상남도 창원의창구 동읍 용정리,09월 20일,20,9,성진까치빌라트3,54.65,202308,30,"7,000",3,1995,용정길46번길 49-1,, ,중개거래,경남 창원의창구
경상남도 창원의창구 동정동,288,288,0,동정오성아파트,84.72,202309,3,"22,000",9,1996,서상로 27,, ,중개거래,경남 창원의창구
경상남도 창원의창구 동정동,277,277,0,흥한웰가,116.95,202308,24,"41,700",16,2004,천주로 33,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.98,202308,18,"63,500",10,2010,도계로 135,, ,중개거래,"경남 창원성산구, 경남 창원의창구"
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,167.45,202308,19,"76,500",10,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,126.06,202308,22,"59,800",5,2010,도계로 135,, ,중개거래,"경남 김해시, 경남 창원의창구"
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,126.06,202308,28,"70,700",15,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,103.75,202308,29,"54,250",10,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.86,202308,30,"56,850",4,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.98,202309,2,"62,900",9,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,126.01,202309,2,"63,500",11,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.86,202309,3,"59,300",4,2010,도계로 135,, ,중개거래,경남 창원의창구
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,202309,1,"26,975",6,1999,지귀로95번길 7,, ,직거래,-
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202308,16,"34,562",5,2019,감계로 342,,20230925,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202308,19,"27,900",20,2019,감계로 342,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202308,24,"25,900",7,2019,감계로 342,,20230926,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202308,24,"26,600",15,2019,감계로 342,,20230824,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202308,28,"33,968",2,2019,감계로 342,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202308,28,"34,568",6,2019,감계로 342,,20230919,직거래,-
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202308,29,"34,562",6,2019,감계로 342,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202308,31,"25,359",2,2019,감계로 342,, ,중개거래,"경남 창원마산합포구, 경남 창원의창구"
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202309,1,"34,568",12,2019,감계로 342,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202309,1,"26,900",15,2019,감계로 342,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.8931,202308,18,"30,000",9,2014,동전로 86,,20230911,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.8931,202309,4,"29,500",17,2014,동전로 86,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.8931,202309,4,"29,500",17,2014,동전로 86,20230918, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,101.3891,202308,22,"43,500",15,2017,감계로 341,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,70.1076,202308,24,"29,500",20,2017,감계로 341,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,84.1129,202309,1,"35,200",6,2017,감계로 341,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,84.8572,202309,2,"32,000",1,2017,감계로 341,,20230914,직거래,-
경상남도 창원의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,70.1076,202309,2,"27,800",4,2017,감계로 341,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,227-1,227,1,창원감계힐스테이트3차,84.7702,202308,18,"29,000",16,2014,감계로 259,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,227-1,227,1,창원감계힐스테이트3차,84.7395,202308,26,"28,800",22,2014,감계로 259,,20230920,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,59.8544,202308,17,"22,250",22,2017,감계로 233,,20230920,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,202308,23,"31,500",17,2017,감계로 233,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,68.9762,202308,24,"25,800",13,2017,감계로 233,,20230904,중개거래,경남 창원의창구
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,101.9291,202308,28,"39,000",11,2017,감계로 233,, ,중개거래,"경남 창원의창구, 경남 함안군"
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,68.9762,202309,1,"26,500",15,2017,감계로 233,,20230915,직거래,-
경상남도 창원의창구 북면 동전리,128,128,0,창원동전월드메르디앙,67.6322,202308,18,"17,100",7,2016,동전로224번길 3,,20230913,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,104-1,104,1,창원무동STX칸1차,84.99,202308,21,"21,800",12,2015,무동서로 76,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,104-1,104,1,창원무동STX칸1차,84.99,202308,23,"21,500",6,2015,무동서로 76,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,202308,26,"20,100",24,2018,무동서로 24,,20230922,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,202308,31,"20,500",12,2018,무동서로 24,, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,202309,2,"20,000",17,2018,무동서로 24,,20230922,직거래,-
경상남도 창원의창구 북면 무동리,122-1,122,1,휴먼빌2단지,84.994,202308,26,"20,500",8,2013,동곡로 35,,20230915,중개거래,경남 창원의창구
경상남도 창원의창구 북면 무동리,122-1,122,1,휴먼빌2단지,84.994,202308,30,"17,000",8,2013,동곡로 35,,20230830,직거래,-
경상남도 창원의창구 북면 무동리,144-1,144,1,휴먼빌3단지,84.987,202308,19,"22,200",14,2014,무동로226번길 19,,20230920,중개거래,경남 창원의창구
경상남도 창원의창구 북면 신촌리,561-1,561,1,신한그린파크맨션,59.79,202308,21,"6,200",4,1994,천주로 1104,20230921, ,중개거래,경남 창원의창구
경상남도 창원의창구 북면 화천리,807,807,0,삼우,59.74,202308,27,"6,600",9,1997,천주로613번길 5,, ,중개거래,경남 창원의창구
경상남도 창원의창구 서상동,11월 05일,11,5,무학서문마을,66.54,202308,19,"19,000",4,1999,서상로12번길 83-15,,20230922,중개거래,경남 창원의창구
경상남도 창원의창구 서상동,649,649,0,중동대동다숲,84.9715,202308,19,"36,300",15,2005,팔용로 512,, ,중개거래,경남 창원의창구
경상남도 창원의창구 소계동,468-1,468,1,럭키,54.06,202308,21,"10,000",13,1991,금강로379번길 16-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 소계동,468-1,468,1,럭키,60,202308,23,"8,000",3,1991,금강로379번길 16-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 소계동,468-1,468,1,럭키,54.06,202308,24,"7,900",5,1991,금강로379번길 16-9,, ,중개거래,"경남 창원마산회원구, 경남 창원의창구"
경상남도 창원의창구 소답동,146-4,146,4,백영빌라,67.96,202309,2,"10,500",2,1991,의안로62번길 46,, ,중개거래,경남 창원의창구
경상남도 창원의창구 소답동,116-2,116,2,송림,59.85,202308,30,"13,000",5,2000,의안로18번길 18,,20230912,중개거래,경남 창원의창구
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,59.9816,202308,18,"58,500",24,2019,중동로 34,,20230908,중개거래,경남 창원의창구
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,202308,19,"91,500",2,2019,중동로 34,, ,중개거래,"경남 창원의창구, 부산 북구"
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,84.3838,202308,19,"82,500",32,2019,중동로 34,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,202308,22,"95,000",34,2019,중동로 34,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,115.7299,202309,2,"122,000",13,2019,중동로 34,, ,중개거래,"경남 창원마산합포구, 경남 창원의창구"
경상남도 창원의창구 중동,785,785,0,창원중동유니시티2단지,72.8848,202308,18,"71,700",24,2019,중동로 33,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,785,785,0,창원중동유니시티2단지,84.1031,202308,19,"82,200",25,2019,중동로 33,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,785,785,0,창원중동유니시티2단지,99.1742,202308,29,"97,000",21,2019,중동로 33,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,786,786,0,창원중동유니시티3단지,84.7886,202308,18,"78,000",13,2019,중동로 77,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,786,786,0,창원중동유니시티3단지,84.7886,202308,26,"77,500",36,2019,중동로 77,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,786,786,0,창원중동유니시티3단지,59.9622,202308,31,"60,700",17,2019,중동로 77,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,786,786,0,창원중동유니시티3단지,84.7171,202309,4,"78,500",27,2019,중동로 77,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,786,786,0,창원중동유니시티3단지,84.7171,202309,4,"78,500",27,2019,중동로 77,20230918, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,59.9622,202308,24,"59,400",7,2019,중동로 78,, ,중개거래,"경남 창원성산구, 경남 창원의창구"
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,84.7171,202308,28,"77,500",2,2019,중동로 78,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,117.9213,202308,30,"118,000",3,2019,중동로 78,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,84.7171,202309,2,"82,000",38,2019,중동로 78,, ,중개거래,경남 창원의창구
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,100.3072,202309,2,"100,000",13,2019,중동로 78,, ,중개거래,경남 창원마산회원구
경상남도 창원의창구 중동,788,788,0,창원중동유니시티4단지,72.928,202309,4,"71,000",24,2019,중동로 78,,20230926,중개거래,"경남 창원성산구, 경남 창원의창구"
경상남도 창원의창구 팔용동,185-8,185,8,국제빌라,67.815,202308,26,"8,000",2,1991,의창대로156번길 15-14,,20230920,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,202308,25,"30,000",12,1994,팔용로 446,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.66,202308,21,"21,000",13,1993,반계로 101,,20230914,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,84.905,202308,19,"41,500",2,2000,반계로 104-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,202308,19,"27,000",18,2000,반계로 104-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,202308,22,"27,200",14,2000,반계로 104-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,202308,29,"27,300",11,2000,반계로 104-9,,20230830,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,202308,30,"28,500",14,2000,반계로 104-9,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,202308,16,"34,500",15,1999,반계로 104-8,,20230831,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,202308,17,"29,800",15,1999,반계로 104-8,,20230925,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,202308,18,"31,000",8,1999,반계로 104-8,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,202308,19,"28,000",9,1999,반계로 104-8,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,202308,24,"37,900",4,1999,반계로 104-8,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,202308,25,"31,000",18,1999,반계로 104-8,,20230825,직거래,-
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,202309,1,"38,400",2,1999,반계로 104-21,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,202308,30,"28,300",6,1999,남산로 20,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,Jan-35,35,1,힐스테이트아티움시티,84.6211,202308,26,"59,000",34,2020,창원대로397번길 11,,20230922,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,Jan-35,35,1,힐스테이트아티움시티,84.6211,202308,26,"56,900",24,2020,창원대로397번길 11,, ,중개거래,경남 창원의창구
경상남도 창원의창구 팔용동,Jan-35,35,1,힐스테이트아티움시티,84.6211,202308,28,"55,700",34,2020,창원대로397번길 11,, ,중개거래,"경남 창원성산구, 경남 창원의창구"
경상남도 창원의창구 팔용동,Jan-35,35,1,힐스테이트아티움시티,84.8615,202308,31,"52,500",33,2020,창원대로397번길 11,, ,중개거래,"경남 창원성산구, 경남 창원의창구"
경상남도 창원의창구 팔용동,Jan-35,35,1,힐스테이트아티움시티,84.6211,202309,1,"53,000",3,2020,창원대로397번길 11,, ,중개거래,경남 창원의창구
경상남도 창원진해구 경화동,1400,1400,0,경화동더샵,84.93,202308,16,"23,700",15,2005,조천북로 65,, ,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1400,1400,0,경화동더샵,84.94,202308,17,"24,300",5,2005,조천북로 65,,20230925,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1334,1334,0,경화동두산위브,59.9236,202308,17,"28,300",9,2017,조천로 30,, ,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1334,1334,0,경화동두산위브,84.9422,202308,19,"36,300",8,2017,조천로 30,, ,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1334,1334,0,경화동두산위브,73.9162,202308,22,"32,000",9,2017,조천로 30,,20230908,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1334,1334,0,경화동두산위브,59.9236,202308,22,"29,500",8,2017,조천로 30,, ,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,859,859,0,경화주공,31.98,202308,17,"6,000",4,1986,충장로345번길 50,,20230817,직거래,-
경상남도 창원진해구 경화동,1388,1388,0,대동다:숲,84.995,202308,21,"20,500",2,2006,조천북로 79,,20230915,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,900,900,0,보람더좋은큐브,48.44,202308,17,"11,500",7,2013,진해대로694번길 24,,20230818,중개거래,경남 창원진해구
경상남도 창원진해구 경화동,1291,1291,0,삼정그린코아2단지,84.89,202308,30,"22,400",8,2005,조천북로 99,, ,중개거래,경남 창원진해구
경상남도 창원진해구 광화동,26,26,0,진해미진이지비아,59.5427,202308,19,"19,500",15,2014,중원동로 33,, ,중개거래,경남 창원진해구
경상남도 창원진해구 광화동,26,26,0,진해미진이지비아,59.9436,202308,23,"16,000",6,2014,중원동로 33,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1293-1,1293,1,남문호반베르디움,71.991,202308,22,"23,000",24,2018,웅천동로43번길 19,,20231004,직거래,-
경상남도 창원진해구 남문동,1293-1,1293,1,남문호반베르디움,71.991,202308,24,"24,400",24,2018,웅천동로43번길 19,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1293-1,1293,1,남문호반베르디움,84.9908,202308,28,"30,000",10,2018,웅천동로43번길 19,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1293-1,1293,1,남문호반베르디움,71.991,202309,4,"24,000",15,2018,웅천동로43번길 19,, ,중개거래,"경남 창원의창구, 경남 창원진해구"
경상남도 창원진해구 남문동,1274-1,1274,1,시티프라디움1차아파트,59.9982,202308,18,"19,700",21,2017,웅천동로 16,,20230921,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1274-1,1274,1,시티프라디움1차아파트,59.9982,202308,19,"19,300",5,2017,웅천동로 16,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1274-1,1274,1,시티프라디움1차아파트,59.9982,202308,21,"18,300",3,2017,웅천동로 16,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1274-1,1274,1,시티프라디움1차아파트,59.978,202308,30,"18,000",15,2017,웅천동로 16,,20230911,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1274-1,1274,1,시티프라디움1차아파트,59.9982,202308,31,"19,400",12,2017,웅천동로 16,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남문동,1256-1,1256,1,시티프라디움2차,84.9908,202308,26,"26,900",17,2017,웅천동로 100,20231005, ,중개거래,"경남 김해시, 경남 창원진해구"
경상남도 창원진해구 남문동,1256-2,1256,2,진해남문하우스디,84.929,202309,1,"26,500",5,2019,웅천동로106번길 20,, ,중개거래,경남 창원진해구
경상남도 창원진해구 남양동,20,20,0,STX칸,84.9859,202308,22,"17,000",10,2009,월남로 142,,20230919,중개거래,경남 창원진해구
경상남도 창원진해구 남양동,20,20,0,STX칸,84.9859,202308,23,"19,380",7,2009,월남로 142,,20230915,직거래,-
경상남도 창원진해구 남양동,20,20,0,STX칸,84.9859,202308,28,"19,000",11,2009,월남로 142,,20230907,직거래,-
경상남도 창원진해구 남양동,20,20,0,STX칸,84.9859,202309,4,"19,380",8,2009,월남로 142,,20230920,직거래,-
경상남도 창원진해구 두동,1296-2,1296,2,희가로,84.999,202308,22,"13,500",12,2008,웅동로 182,, ,중개거래,경남 창원진해구
경상남도 창원진해구 두동,1296-2,1296,2,희가로,76.1675,202308,29,"13,200",1,2008,웅동로 182,, ,중개거래,경남 창원진해구
