시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
강원특별자치도 강릉시 견소동,202,202,0,송정한신,43.38,202308,30,"16,400",10,1997,경강로2539번길 8,, ,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202308,19,"24,500",5,2005,경강로2539번길 23,,20230904,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202308,22,"28,500",4,2005,경강로2539번길 22,,20230829,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202308,29,"32,500",15,2005,경강로2539번길 22,, ,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202309,2,"35,500",10,2005,경강로2539번길 22,20230921, ,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202309,2,"35,500",10,2005,경강로2539번길 22,, ,중개거래,강릉시
강원특별자치도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202309,2,"35,500",10,2005,경강로2539번길 22,20230922, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,84.9855,202308,17,"37,500",4,2009,화부산로111번길 24,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1750,1750,0,교동1주공,59.89,202308,30,"20,000",1,1999,가작로 78,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1750,1750,0,교동1주공,49.85,202309,4,"17,500",5,1999,가작로 78,,20230906,직거래,-
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.84,202308,24,"27,500",2,2002,교동광장로 138-12,20231005, ,직거래,-
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.74,202308,24,"27,500",2,2002,교동광장로 138-12,, ,직거래,-
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.74,202308,26,"28,600",12,2002,교동광장로 138-12,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.74,202308,29,"27,000",7,2002,교동광장로 138-12,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.74,202308,30,"28,800",14,2002,교동광장로 138-12,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.86,202309,4,"26,500",12,2002,교동광장로 138-12,20231005, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1766,1766,0,교동3주공,59.86,202309,4,"26,500",12,2002,교동광장로 138-12,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,18-16,18,16,교동대림,84.98,202308,22,"22,400",3,1997,수리골길17번길 21,,20230920,중개거래,강릉시
강원특별자치도 강릉시 교동,18-16,18,16,교동대림,84.98,202308,22,"22,400",3,1997,수리골길17번길 21,20230901, ,중개거래,강릉시
강원특별자치도 강릉시 교동,18-16,18,16,교동대림,59.84,202308,22,"17,500",11,1997,수리골길17번길 21,,20230911,중개거래,강릉시
강원특별자치도 강릉시 교동,18-16,18,16,교동대림,84.98,202309,4,"21,700",18,1997,수리골길17번길 21,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1775,1775,0,부영6,84.9763,202308,21,"29,800",5,2003,정원로 53-9,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,Mar-37,37,3,예성그린1,56.16,202308,23,"11,000",4,1995,가작로252번길 22,, ,중개거래,강릉시
강원특별자치도 강릉시 교동,1034,1034,0,정아타워맨션,84.95,202308,31,"15,500",10,1992,화부산로 29,, ,중개거래,강릉시
강원특별자치도 강릉시 남문동,183-2,183,2,삼익그린맨션,127.311,202309,4,"29,800",3,1992,홍제로 7-17,, ,중개거래,강릉시
강원특별자치도 강릉시 내곡동,127,127,0,남산삼익,84.48,202309,4,"19,000",6,1993,남부로125번길 37,,20230921,중개거래,강릉시
강원특별자치도 강릉시 내곡동,127,127,0,남산삼익,84.48,202309,4,"20,000",6,1993,남부로125번길 37,20230907, ,중개거래,강릉시
강원특별자치도 강릉시 내곡동,623,623,0,내곡주공,39.3,202308,29,"10,500",3,1989,관대길16번길 6,,20230920,직거래,-
강원특별자치도 강릉시 내곡동,623,623,0,내곡주공,39.69,202308,29,"10,500",3,1989,관대길16번길 6,,20230904,직거래,-
강원특별자치도 강릉시 내곡동,476,476,0,내곡한라,59.97,202308,16,"17,000",11,1997,강변로 114,,20230821,중개거래,강릉시
강원특별자치도 강릉시 내곡동,476,476,0,내곡한라,84.95,202308,17,"23,000",8,1997,강변로 114,, ,중개거래,강릉시
강원특별자치도 강릉시 내곡동,476,476,0,내곡한라,59.97,202308,18,"16,000",14,1997,강변로 114,, ,중개거래,강릉시
강원특별자치도 강릉시 내곡동,476,476,0,내곡한라,59.97,202308,31,"17,500",6,1997,강변로 114,, ,중개거래,강릉시
강원특별자치도 강릉시 노암동,610,610,0,노암남산현대,59.84,202309,3,"16,800",3,1998,남부로125번길 11,,20230925,중개거래,강릉시
강원특별자치도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,155.837,202308,21,"86,500",7,2007,해안로 93-8,,20230921,중개거래,강릉시
강원특별자치도 강릉시 송정동,940-23,940,23,대림맨션,84.99,202308,28,"22,000",13,1991,남강초교2길 44,,20230907,중개거래,강릉시
강원특별자치도 강릉시 송정동,940,940,0,삼우은성,84.96,202308,16,"21,500",10,1992,남강초교1길 55,, ,중개거래,강릉시
강원특별자치도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202309,2,"26,000",7,1992,해안로 107,,20230926,중개거래,강릉시
강원특별자치도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202308,19,"46,500",4,2019,경강로 2511,,20230913,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,336-1,336,1,근화,59.36,202308,28,"10,500",3,1997,영진2길 12-3,, ,직거래,-
강원특별자치도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202308,16,"8,900",7,1999,연주로 132,, ,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202308,30,"5,700",11,1999,연주로 132,,20230830,직거래,-
강원특별자치도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202308,30,"5,400",2,1999,연주로 132,,20230830,직거래,-
강원특별자치도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202308,17,"15,000",5,2005,영진3길 43,,20230822,직거래,-
강원특별자치도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202308,22,"16,700",3,2005,영진3길 43,, ,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202308,25,"20,000",8,2005,영진3길 43,, ,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202308,16,"25,200",5,2008,영진3길 15,,20230830,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,36.3455,202308,16,"22,400",16,2019,홍질목길 12,,20230818,직거래,-
강원특별자치도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202308,29,"15,400",15,2019,홍질목길 12,,20231004,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202308,29,"14,000",10,2019,홍질목길 12,, ,중개거래,강릉시
강원특별자치도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,28.1602,202308,29,"15,600",16,2019,홍질목길 12,, ,중개거래,강릉시
강원특별자치도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,109.791,202308,22,"85,000",15,2021,선수촌로 79-14,,20230922,중개거래,강릉시
강원특별자치도 강릉시 임당동,Jan-67,67,1,임당상가,70.75,202308,28,"9,200",3,1984,문화의길7번길 8,,20230927,중개거래,강릉시
강원특별자치도 강릉시 입암동,711,711,0,강릉더샵,84.94,202308,22,"31,800",1,2014,입암로29번길 11,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,202308,18,"39,800",15,2007,성덕로 328-15,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202308,26,"30,300",8,2007,성덕로 328-15,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202309,4,"31,800",6,2007,성덕로 328-15,, ,직거래,-
강원특별자치도 강릉시 입암동,499-64,499,64,대목(A단지),49.86,202308,21,"6,400",5,1987,용지로 48,,20230908,직거래,-
강원특별자치도 강릉시 입암동,550-20,550,20,삼동광업소사원,43.47,202308,30,"3,000",5,1988,월대산로 21,,20230914,직거래,-
강원특별자치도 강릉시 입암동,543-3,543,3,에버그린,59.85,202308,16,"15,000",9,2000,강변로440번길 30,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,543-3,543,3,에버그린,59.85,202308,25,"15,000",9,2000,강변로440번길 30,20231005, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,May-90,90,5,은하,39.85,202308,16,"5,900",5,2001,월대산로 47,,20230908,직거래,-
강원특별자치도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202308,23,"21,000",8,2006,성덕로 316-22,,20230823,직거래,-
강원특별자치도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202308,29,"29,400",14,2006,성덕로 316-22,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,685,685,0,입암4주공,59.8,202309,1,"15,000",4,1996,성덕포남로 89,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,685,685,0,입암5주공,49.97,202308,23,"12,900",14,1996,성덕포남로 89-17,,20230901,중개거래,강릉시
강원특별자치도 강릉시 입암동,685,685,0,입암5주공,49.97,202309,4,"13,550",12,1996,성덕포남로 89-17,,20231004,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,16,"13,000",11,1998,성덕포남로 39,,20230922,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202308,18,"14,800",15,1998,성덕포남로 39,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,21,"13,900",11,1998,성덕포남로 39,20230831, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,21,"12,400",5,1998,성덕포남로 39,,20230823,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,21,"13,900",11,1998,성덕포남로 39,,20231004,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202308,28,"15,800",1,1998,성덕포남로 39,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,30,"13,000",10,1998,성덕포남로 39,,20230915,중개거래,강릉시
강원특별자치도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202308,31,"13,800",12,1998,성덕포남로 39,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202308,22,"30,000",4,2019,월대산로 23,,20230913,중개거래,강릉시
강원특별자치도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202308,22,"30,300",6,2019,월대산로 23,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202309,1,"29,980",7,2019,월대산로 23,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,440,440,0,입암현대,84.904,202308,16,"25,400",4,1998,용지로 19,,20230915,중개거래,강릉시
강원특별자치도 강릉시 입암동,440,440,0,입암현대,59.956,202308,17,"19,500",7,1998,용지로 19,,20230907,중개거래,강릉시
강원특별자치도 강릉시 입암동,445-2,445,2,태경태우광업소사원,36.69,202309,1,"4,000",4,1988,강중길46번길 23,,20230905,직거래,-
강원특별자치도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202308,19,"7,500",3,1998,강변로410번길 31-5,, ,중개거래,강릉시
강원특별자치도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202309,4,"6,500",4,1998,강변로410번길 31-5,,20230919,중개거래,강릉시
강원특별자치도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202309,4,"8,200",12,1998,강변로410번길 31-5,, ,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202308,30,"12,000",6,2000,연주로 241-7,,20230906,직거래,-
강원특별자치도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202308,21,"7,260",3,1999,보리골길 26,,20230915,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202308,23,"11,200",7,1999,보리골길 26,,20230920,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202308,31,"7,300",4,1999,보리골길 26,,20230915,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,484-1,484,1,우진아트빌라,59.76,202308,16,"7,000",2,1992,매맥이길 34-1,, ,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,01월 29일,29,1,정우2,57.8,202308,22,"10,000",6,1993,연주로 291-6,, ,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 교항리,1269,1269,0,주문진벽산블루밍오션힐스,59.9493,202309,1,"25,000",4,2021,장성로 25,, ,직거래,-
강원특별자치도 강릉시 주문진읍 교항리,21,21,0,주문진서희스타힐스아파트,76.711,202308,23,"38,000",2,2020,연주로 281-21,, ,직거래,-
강원특별자치도 강릉시 주문진읍 교항리,21,21,0,주문진서희스타힐스아파트,59.9534,202309,4,"20,000",13,2020,연주로 281-21,,20230913,직거래,-
강원특별자치도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202308,26,"20,000",13,1991,소돌안길 32-6,, ,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202308,16,"9,200",3,2017,오리나루2길 25,,20230818,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,27.956,202309,4,"11,600",8,2017,오리나루2길 25,,20230913,중개거래,서울 강동구
강원특별자치도 강릉시 주문진읍 주문리,1586,1586,0,주문진삼부르네상스,75.271,202308,28,"34,000",18,2021,철둑길 45-11,, ,중개거래,강릉시
강원특별자치도 강릉시 주문진읍 주문리,1586,1586,0,주문진삼부르네상스,75.271,202308,30,"36,000",19,2021,철둑길 45-11,,20230925,중개거래,강릉시
강원특별자치도 강릉시 초당동,155,155,0,유화3,45.68,202308,28,"13,100",7,1996,연당길 82,,20230918,중개거래,강릉시
강원특별자치도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202308,22,"7,500",3,1988,초당원길 21,,20230913,중개거래,강릉시
강원특별자치도 강릉시 포남동,1117,1117,0,강릉역동도센트리움,48.364,202308,21,"24,000",15,2023,강릉대로 337-5,, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,422-3,422,3,대인4,19.99,202308,24,"6,000",5,1995,강릉대로469번길 14,,20230824,중개거래,강릉시
강원특별자치도 강릉시 포남동,1005-248,1005,248,동남,54.945,202308,17,"11,200",3,1985,경강로2256번길 12,,20230922,중개거래,강릉시
강원특별자치도 강릉시 포남동,898-17,898,17,삼우골든맨션,136.14,202308,29,"35,000",10,1991,용지각길20번길 8,, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1064,1064,0,삼호임대,44.28,202309,4,"12,000",2,1988,강릉대로457번길 38,,20230925,중개거래,강릉시
강원특별자치도 강릉시 포남동,1293-1,1293,1,일송,59.135,202308,16,"16,300",12,1995,하평3길 37,, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1293-1,1293,1,일송,59.135,202308,23,"16,600",14,1995,하평3길 37,, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1135,1135,0,장미,67.4572,202308,28,"8,500",5,1982,남구길5번길 23,,20230906,중개거래,강릉시
강원특별자치도 강릉시 포남동,1293-2,1293,2,청송,84.42,202308,17,"21,500",15,1994,하평길 41,, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1293-2,1293,2,청송,84.42,202308,21,"24,000",13,1994,하평길 41,,20230915,중개거래,강릉시
강원특별자치도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202308,28,"12,900",1,1981,보래미상길 65,,20230901,중개거래,원주시
강원특별자치도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202309,1,"11,800",5,1981,보래미상길 65,,20230907,중개거래,강릉시
강원특별자치도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202309,1,"11,800",5,1981,보래미상길 65,20230905, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1200,1200,0,포남2주공,39.69,202308,18,"11,500",2,1989,산양큰길 37,20230903, ,중개거래,강릉시
강원특별자치도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202308,28,"13,000",3,1989,산양큰길 37,,20230918,직거래,-
강원특별자치도 강릉시 포남동,1200,1200,0,포남2주공,39.69,202308,28,"10,000",5,1989,산양큰길 37,,20230913,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202308,16,"32,500",13,2018,선수촌로 10,,20230830,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202308,18,"32,900",15,2018,선수촌로 10,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202308,18,"31,200",21,2018,선수촌로 10,,20230911,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202308,19,"32,300",8,2018,선수촌로 10,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202308,21,"30,100",10,2018,선수촌로 10,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202308,23,"32,000",13,2018,선수촌로 10,,20230823,중개거래,"강릉시, 서울 서초구"
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.95,202309,2,"33,250",16,2018,선수촌로 10,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202309,4,"32,450",10,2018,선수촌로 10,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9843,202308,24,"43,800",3,2016,선수촌로 55,, ,중개거래,강릉시
강원특별자치도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9819,202308,25,"45,500",7,2016,선수촌로 55,,20230913,중개거래,강릉시
강원특별자치도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202308,21,"39,000",11,2018,회산로383번길 37,, ,중개거래,강릉시
강원특별자치도 고성군 간성읍 상리,501,501,0,동해2,72.42,202308,21,"8,300",2,1990,수성로 90,,20230905,직거래,-
강원특별자치도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202308,21,"7,000",10,1998,남천마루2길 6,,20230821,중개거래,고성군
강원특별자치도 고성군 간성읍 신안리,183,183,0,동해1,59.29,202309,1,"8,700",1,1989,간성로39번길 23,,20230901,직거래,-
강원특별자치도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,202308,30,"29,800",9,2006,해오름해변길 70,,20230926,중개거래,고성군
강원특별자치도 고성군 토성면 봉포리,384,384,0,고성봉포코아루오션비치,81.4465,202308,31,"36,300",10,2021,학사촌길 91-7,,20230915,직거래,-
강원특별자치도 고성군 토성면 천진리,476,476,0,고성천진한신더휴,84.9657,202309,1,"29,000",4,2021,천진7길 29,,20230922,중개거래,속초시
강원특별자치도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202308,16,"9,000",4,1995,청운1길 29,,20230825,직거래,-
강원특별자치도 동해시 동회동,442,442,0,"대동1,2차",45,202309,4,"6,500",1,1995,청운1길 29,,20230912,중개거래,동해시
강원특별자치도 동해시 동회동,442,442,0,대동3차,59.3575,202308,23,"9,480",8,1996,청운1길 29,, ,중개거래,동해시
강원특별자치도 동해시 동회동,457,457,0,북삼2차웰메이드타운,84.6872,202308,29,"31,000",14,2019,효자로 636-2,,20230907,중개거래,동해시
강원특별자치도 동해시 동회동,442,442,0,북삼코아루,84.98,202308,17,"19,500",3,2007,청운1길 29,, ,중개거래,동해시
강원특별자치도 동해시 동회동,442,442,0,현대5차,77.7562,202308,18,"15,500",18,1999,청운1길 29,,20230825,중개거래,동해시
강원특별자치도 동해시 동회동,442,442,0,현대5차,77.7562,202308,29,"15,100",8,1999,청운1길 29,, ,중개거래,동해시
강원특별자치도 동해시 동회동,442,442,0,현대5차,84.9562,202308,30,"15,500",16,1999,청운1길 29,,20230921,중개거래,동해시
강원특별자치도 동해시 발한동,334-1,334,1,삼성,84.99,202309,2,"14,200",12,1996,해안로 605,, ,중개거래,동해시
강원특별자치도 동해시 발한동,599,599,0,삼우,37.08,202308,28,"2,400",4,1988,수원지2길 12-3,,20230829,중개거래,동해시
강원특별자치도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202308,17,"21,500",4,2018,지리골길 31,, ,중개거래,동해시
강원특별자치도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202308,21,"17,800",6,2018,지리골길 31,,20230821,직거래,-
강원특별자치도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,68.7256,202308,31,"22,800",1,2018,지리골길 31,,20230922,중개거래,동해시
강원특별자치도 동해시 부곡동,09월 02일,9,2,동성,69.21,202308,21,"4,100",5,1987,부곡4길 26,, ,중개거래,동해시
강원특별자치도 동해시 부곡동,Jan-73,73,1,동해,63.87,202308,23,"4,400",2,1981,가마골길 42-10,,20230906,중개거래,동해시
강원특별자치도 동해시 부곡동,112,112,0,삼정(다라),44.28,202309,4,"4,350",5,1986,부곡3길 22,,20230919,중개거래,동해시
강원특별자치도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202308,23,"5,800",1,1991,부곡4길 10,,20230913,중개거래,동해시
강원특별자치도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202308,21,"7,600",14,2012,효자로 572-1,,20230831,중개거래,동해시
강원특별자치도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202308,30,"6,420",7,2012,효자로 572-1,,20230901,중개거래,동해시
강원특별자치도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202309,2,"6,500",6,2012,효자로 572-1,, ,중개거래,동해시
강원특별자치도 동해시 용정동,260-2,260,2,범주성지,59.92,202308,26,"5,400",5,1996,초원2길 5,,20230901,중개거래,동해시
강원특별자치도 동해시 이도동,302-6,302,6,강변,35.925,202308,18,"3,700",8,1996,전천로 175-24,,20230818,중개거래,동해시
강원특별자치도 동해시 이도동,302-6,302,6,강변,49.275,202308,29,"5,300",9,1996,전천로 175-24,, ,중개거래,동해시
강원특별자치도 동해시 이도동,751,751,0,동해아이파크,75.96,202308,26,"26,000",3,2018,배골길 32-4,, ,중개거래,동해시
강원특별자치도 동해시 이도동,751,751,0,동해아이파크,59.95,202309,2,"22,500",9,2018,배골길 32-4,,20230918,중개거래,동해시
강원특별자치도 동해시 이도동,751,751,0,동해아이파크,84.98,202309,2,"28,000",9,2018,배골길 32-4,,20230918,중개거래,동해시
강원특별자치도 동해시 이도동,155,155,0,이도1주공,49.62,202309,4,"6,500",11,1999,이원길 180-2,,20230911,중개거래,동해시
강원특별자치도 동해시 이도동,172,172,0,현대,59.97,202308,31,"9,800",8,1996,이원길 180,, ,중개거래,동해시
강원특별자치도 동해시 이도동,172,172,0,현대,84.99,202309,2,"13,000",8,1996,이원길 180,,20230908,직거래,-
강원특별자치도 동해시 이로동,433-31,433,31,동해규수방,45.94,202308,27,"2,100",5,2007,월평로 49,,20230904,중개거래,동해시
강원특별자치도 동해시 천곡동,1102,1102,0,동해금호어울림,84.906,202308,28,"20,000",19,2007,평릉길 14,, ,직거래,-
강원특별자치도 동해시 천곡동,Feb-91,91,2,롯데,59.88,202308,31,"9,500",1,1996,감추7길 22-11,,20230908,중개거래,동해시
강원특별자치도 동해시 천곡동,965-1,965,1,범주성지(가나),59.95,202308,29,"4,800",6,1994,감추1길 8,,20230830,중개거래,동해시
강원특별자치도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202309,4,"24,000",20,2020,항골길 65,,20230915,중개거래,동해시
강원특별자치도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,202308,29,"8,700",3,1983,천곡로 20,, ,중개거래,동해시
강원특별자치도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,202309,1,"8,700",1,1983,천곡로 20,,20230922,중개거래,동해시
강원특별자치도 동해시 천곡동,306,306,0,천곡주공3차,59.3,202308,23,"9,450",5,1985,동굴로 61-19,,20230901,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,46.98,202308,18,"7,300",2,1989,샘실1길 5,,20230828,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,46.98,202308,18,"8,000",5,1989,샘실1길 5,,20230905,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.3,202308,18,"6,000",4,1989,샘실1길 5,,20230828,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.3,202308,21,"7,000",2,1989,샘실1길 5,,20230825,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202308,22,"5,000",4,1989,샘실1길 5,,20230824,직거래,-
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.3,202308,22,"8,250",1,1989,샘실1길 5,,20230828,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,46.98,202308,23,"8,000",2,1989,샘실1길 5,,20230922,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202308,25,"7,000",3,1989,샘실1길 5,,20230829,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202309,1,"6,500",2,1989,샘실1길 5,,20230921,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양2차,84.855,202308,19,"14,900",9,1991,천곡로 15,, ,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양3차,69.36,202308,22,"6,000",5,1992,천곡로 15,,20230825,중개거래,동해시
강원특별자치도 동해시 천곡동,1103,1103,0,한양수자인,71.839,202309,1,"20,500",3,2016,평릉1길 37-1,, ,중개거래,동해시
강원특별자치도 동해시 천곡동,1103,1103,0,한양수자인,71.839,202309,1,"20,000",3,2016,평릉1길 37-1,,20230920,중개거래,동해시
강원특별자치도 동해시 효가동,248,248,0,명보2차,59.64,202308,16,"7,000",6,1994,효가로 10-2,,20230821,중개거래,동해시
강원특별자치도 동해시 효가동,362-34,362,34,유존양지,52.41,202308,22,"5,000",1,1992,양지1길 21,,20230922,중개거래,동해시
강원특별자치도 삼척시 갈천동,227,227,0,트루엘시그니처,59.7471,202308,19,"22,100",17,2021,동해대로 4360,, ,중개거래,동해시
강원특별자치도 삼척시 갈천동,227,227,0,트루엘시그니처,84.6073,202308,30,"33,200",7,2021,동해대로 4360,, ,중개거래,삼척시
강원특별자치도 삼척시 건지동,176,176,0,코아루플러스,75.309,202308,26,"19,500",17,2015,엑스포로 173,, ,중개거래,삼척시
